2023-04,39.56
2023-05,147.78
2023-06,96.90
2023-07,71.09
2023-08,86.46
2023-09,74.17
2023-10,83.63
2023-11,32.81
2023-12,54.52
2024-01,34.81
2024-02,53.43
2024-03,87.42
2024-04,73.87
2024-05,61.14
2024-06,61.67
2024-07,31.07
